fileName,Longest Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
FN-2016-2019(1).xlsx,Monthly:B10,35,0,1,0
cara_semperger__1455__EPE_DEC_2001.xlsx,DEC(9):W41,13,0,12,0
sbsAdriene_Mishler.xlsx,Sheet1:N279,1,0,1,0
CÃ³pia de PRODUTOS NOVOS SALOMON-novos.xlsx,PRODUTOS NOVOS:G37,3,0,3,0
PyBudget_master.xlsx,Feb:C10,22,1,6,1
TechDebt Decl.xlsx,Sheet1:G53,45,1,5,1
PWN2019 QUOTE.xlsx,Cash Flow:G28,66,1,30,1
منزل النور.xlsx,المشاريع:A3,355,2,1,2
Test_Data_metal_NB_DT_AIO.xlsx,Clean Sheet Wire Cable  :AP12,14,0,8,0
无锡市三类房建土地数据汇总2016-20200616.xlsx,Sheet1:P195,1,0,1,0
Stull-SkewT04-logP-modifyTheta_e compare to Bolton.xlsx,Sheet1:F3804,7,0,3,0
accum-temperature.xlsx,Лист1:J16036,1,1,1,1
full.xlsx,Chu de:B63,3,0,3,0
Invoice-20200908084206.xlsx,Sheet1:C38,2,0,2,0
GL_Driver_Safety_Report_ferguson_20211021_092709.xlsx,Pivot Tables:AB16,0,0,0,0
Resultats Primaire T1 95pct.xlsx,RESULTATS BVP:U42,11,0,4,0
amitim_2016_1_313.xlsx,לא סחיר - קרנות השקעה:F112,3,0,2,1
直線走50米-共十次-最終資料彙集處.xlsx,分析表格 (手動調):I57,11,0,5,0
Stock 29.12.20.xlsx,Final Stock:I65,9,0,6,0
edevlet-mezarlik-verileri.xlsx,Toplam:C452,7,0,1,0
Project Time Sheet.xlsx.xlsx,Summary:D7,3,0,3,0
【AUO OCL_FY21 85AG (SSV) 】 SMLD Quality Data Workbook.xlsx,Fail list:T5,468,3,1,3
2019-05-11-0752_drimys_winteri.xlsx,Measurements:C11,5610,89,1980,92
CPC_no_partition_WB_FIFO_results.xlsx,CPC_contentions:E7,9,0,9,0
data20191124.xlsx,学生-贴子内容:C921,2,0,1,0
passing_eg1_order_file.xlsx,PrimerMix Plate Order Form:D938,2,0,1,0
ASDL1920-MP3-FOGLIO-LAVORAZIONE-DATI-NICO-TRIONFETTI.xlsx,tempi:A10,1,0,1,0
FullRes Capture conversion.xlsx,Peaks:E5,946,7,1,8
69 Electrical Panels Log v69.0.xlsx,Summary:H40,3,0,2,0
605f25b29b89d.xlsx,Province:B27,1,0,1,0
2017 PoB by Race All.xlsx,PoB KC Tracts:R90,5,0,3,0
OIL PAYMENT VOUCHER- APRIL-2016.xlsx,April-2016:B21444,9,0,4,0
blupsGCDT20-01_parents_imputed_recoded_multicollinear.xlsx,blupsGCDT20-01_parents_imputed:FH307,0,0,0,0
freeze_example.xlsx,Sheet:C529,1,0,1,0
wykaz_czasopism_18-12-2019.xlsx,Czasopisma:B3,29036,260,1,262
vkaminski__40703__STORAGE-PRC-27.xlsx,components:G8,64,0,4,1
Harry Potter Challenge Submission.xlsx,Characters:B23,2,0,1,0
Ex4-5 Team Rating v2 (4).xlsx,Model:T85,342,3,339,4
true.xlsx,true:A482,2,0,1,0
webStore.xlsx,WebStore_copy:AD40,0,0,0,0
US_Programmatic_Market_2020.xlsx,Summary:F11,17,0,13,0
relacao_geral_-_vodanet_-_07-04-2014.xlsx,Anatel:N1213,227,1,1,1
Tháng 04.xlsx,MiChang:F18,4,0,4,0
fin-v8.xlsx,Sheet:O13944,2,0,2,0
Question3.xlsx,Day of Week:I43,14,0,9,0
IPZ Precio Arriendo Venta Rentabilidad Score Barrio.xlsx,Datos Brutos:G11216,2,0,1,0
CPIvs行业.xlsx,资产配置结论:E616,12004,24110,4004,24115
ZCXM.xlsx,Sheet2:B586,1,0,1,0
ALMACEN      AGOSTO         2016.xlsx,PERNIL:C10,2422,18,1,18
as_2015_4_1288.xlsx,לא סחיר - קרנות השקעה:K48,2,0,2,0
BRITANNICA PROJECT EXPENSES.xlsx,CASH 79ST:E370,11,0,10,0
Tio Cash Master 1600 1 seventh 0a in the neighborhood of.xlsx,1610 fam29 0.034482 old:F3,3975,39,4,40
Arquivos de 2017 - para verificação.xls.xlsx,4432.2017:E17,1,0,1,0
四象限行业选择.xlsx,日度数据:B4,4672,49,10,49
GL_Driver_Safety_Report_ferguson_20211021_154928.xlsx,Pivot Tables:AB16,0,0,0,0
gain-curves.xlsx,Sheet1:A52,3,0,1,0
工作簿1-20181122140451052.xlsx,不良明细:CEA5,2,0,1,0
Scen_SE_IND_DemandProj.xlsx,Projection New:AK154,0,0,0,0
41. Quest Book_balancing.xlsx,Target:I144,21,1,4,1
HS_videos_Smit_Cross_augmented_v06.xlsx,HS data:L105,2566,29,2535,30
Pro-Forma_Report_08012015_07_49_26.xlsx,Venues:C4,103,1,2,1
2016 FE Guide for DOE-OK to release-no-sales-4-27-2017Mercedesforpublic.xlsx,EVs:N51,9,0,9,0
SPD_20205.xlsx,Data:T13,6,0,3,0
Final Bike Collision Database.xlsx,Sheet1:C277,1,0,1,0
SWC Statistical Case Study.xlsx,Inferential Statistics:S23,1,0,1,0
DBanknoteResults.xlsx,Aggregates:B2,101,1,1,1
SK Pembimbing Skripsi.xlsx,bimbingan skripsi:B95,232,2,3,3
valores_produtos.xlsx,dados:D3265,1,0,1,0
Stock 20.10.2021.xlsx,Final Stock:G41,9,0,6,0
covid_vaccinations_14_12_2021.xlsx,Notes:A7,1,0,1,0
Raw.xlsx,calcs:X99,19,0,1,0
Histo_Cours.xlsx,Feuil4:O11,50,0,1,0
ankcseprda01_190921.topas.nmon.xlsx,DISK_SUMM:B42,5,0,1,0
aad0189_DataFileS2.xlsx,ColdTest:E15,1,0,1,0
Exercice 3 Etude du corpus.xlsx,Analyse:B2,1681,21,1,21
profits.xlsx,Sheet1:A1,60,0,1,0
UpwardGiftCertificates.xlsx,2017:A2,294,1,1,1
MM2-0530H.xlsx,2Rx2L:D153,3,0,2,0
2222.xlsx,Entry:X8,3,0,3,0
Santa_Vitoria_weather_dataset.xlsx,INMET:V2714,1,0,1,0
harel_2015_3_1335.xlsx,Sheet1:C5,22,0,1,0
16-21.xlsx,Sheet1 (3):B910,1,0,1,0
红宝集合.xlsx,最初完整版（音频路径有误）:A3272,1,0,1,0
Excel模拟神经网络进行4000次迭代.xlsx,Sheet1:B4,63944,1273,11990,1316
poai.6be0d99b.xlsx,Cultura 2020:C11,11,0,8,0
Template_VisualizationStrawmanPIVOTS.xlsx,Reporting 2013:D10,3,0,3,0
tickets.xlsx,summary:B5,2,0,2,0
Libro1.xlsx,Hoja1:A2,7999,54,1,55
healthcare-dataset-stroke-data by akhilesh mishra.xlsx,healthcare-dataset-stroke-data:K665,1,0,1,0
物理作业11.xlsx,Sheet1:HN152,149,1,1,1
Stock 12.12.19.xlsx,Final Stock:I24,9,0,5,0
General Data.xlsx,NewCustomerList:Q302,3,0,1,0
NHL 2007-08.xlsx,Players:BY1188,0,0,0,0
MatrizTransición.xlsx,3X3INBURSA:H43,13,0,4,0
over_10_TAP_B_TYPE.xlsx,B:C9,7,0,4,0
brti_excel_analysis.xlsx,brti_excel:B63,1,0,1,0
코스피200 편입여부.xlsx,코스피200 중 코스피200 편입여부:AL90,1,0,1,0
phillip_platter__31428__EES_Schedule.xlsx,day 2:H104,8,0,8,0
OHRM-final sheet.xlsx,Text Execution summary:F11,5,0,2,0
Project_datasets.xlsx,Store:A13,18,0,1,0
工作簿1-20181122163651735.xlsx,不良明细:CEA5,2,0,1,0
自動灌水装置配線配管.xlsx,配管:Q3,3,0,3,0
DailyTradeCounts_2016_2020.xlsx,20160101_20181130:J5725,1,0,1,0
Measurements_Temperature_DutyCycle.xlsx,Feuil1:D1,2837,17,1419,18
2019-07-03-1019_rhododendron_campylocarpum.xlsx,Measurements:D13,6600,103,1650,107
JUNG KNX Acreation komplety 08_02_2021.xlsx,Biały:D60,1,0,1,0
peerrank copy.xlsx,Sheet1:A38,14,0,6,1
GL_Driver_Safety_Report_ferguson_20211031_095848.xlsx,Pivot Tables:M8,1,0,1,0
lenderToProyek.xlsx,Sheet2:I32256,2,0,1,0
Quarterly-Engage-UA-Revenue.xlsx,FSM:I1495,7,0,4,0
106410817_CDM_All_2020.xlsx,2020 Seton % Increase-Decrease:I8,2,0,2,0
Southern Water Corp Statistical Analysis.xlsx,DRT Rolling Stdev:F1298,1,0,1,0
Covid SJC.xlsx,Planilha1:B2,337,8,235,8
BuyerQuest.xlsx,P2P:D129,5,0,3,0
Analysis_Part1.xlsx,MM1 MODEL:M3,43,0,36,0
GROSVENOR_PROJECT_DATA_2016.xlsx,Transactions:FH36,1,0,1,0
工作簿1 - 副本-20181124101521380.xlsx,不良明细:CEA5,2,0,1,0
تستور.xlsx,المشاريع:A3,355,2,1,2
GL_Driver_Safety_Report_ferguson_20211101_145515.xlsx,Pivot Tables:M8,1,0,1,0
RE6685.xlsx,RE6685:C4071,1,0,1,0
Pitch for SDG Global Village -- v3 -- AR210817.xlsx,example meeple calculus:K2,119,1,30,1
column_quality_case_wise_priority.xlsx,v_dn_o_v:B22,1,0,1,0
2015_07.xlsx,Sheet:AB4,0,0,0,0
ABACUS_NUMSPECSTOT (Autosaved).xlsx,ABACUS_NUMSPECSTOT:AA8433,0,0,0,0
2019_02_13_4020Pa_well1.xlsx,Cn averaged:A140,1,0,1,0
0010_21R04-LeMans-QLY_Mech.xlsx,708:R46,1,0,1,0
Stock 19.04.20.xlsx,Smartphone Sales Report:C7,54,0,27,0
2020-09 Cleaned.xlsx,202009-divvy-tripdata:D26632,1,0,1,0
chris_germany__1697__2000 Calp_daily 2000.xlsx,Jan 2000:N6,68,0,68,0
vkaminski__40790__CASH_Elba_04112000wML.xlsx,CURVES:M24,145,2,13,2
vicon_udp_teensy.xlsx,less_didgits_200Hz_xbee:B1419,3,0,1,0
2019-07-18-0854_angelica_archangelica.xlsx,Measurements:C11,5610,82,1980,86
2020_03_23_SBU_Sample_Event_Info_Field_2_with_date_field_cleaned-xlsx.xlsx,2020_03_23_SBU_Sample_Event_Inf:H1384,1,0,1,0
605f28e80e59f.xlsx,Province:B27,1,0,1,0
BASE DE MEDIOS ESCRITOS (2).xlsx,Hoja1:H7,1,0,1,0
psagot_2015_1_283.xlsx,סיכום נכסי ההשקעה:B24,29,0,4,0
Data_04_MAG_expression_tables.xlsx,RNA_MAG_table_L227:L13,2,0,2,0
QRE.xlsx,Benefit functions:D13,21,0,1,0
laravel-excel-1c1xeWg51uvrA2u8h5nKCPbxqUulxBiQ.xlsx,CashFlow & Billing:C7,39,0,11,0
Yellow River Habitat Data (1).xlsx,Site-040:F106,1,0,1,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B27%2BApril%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
kate_symes__18908__New Notification Report 0101.xlsx,Dec 2000:G19,1,0,1,0
20140615_genomicanalysis-workbook.xlsx,IsoID:P8,5,0,4,0
Eastern_PA_Schools.xlsx,dictionary:A6,1,0,1,0
MDC_NTTR_FUN-MAP_20201103.xlsx,ROUTE:G3,48,1,40,1
2017下期間接費遂行状況 - V応.xlsx,V応:CH36,1,0,1,0
Twin_house_O5_exp1_10minR1_volum.xlsx,Twin_house_O5_exp1_10min:D41,6,0,3,0
chachis2.xlsx,2014:B3,2,0,1,0
Equity investor SUP matrix.xlsx,Equity investor ownership:M45,1,0,1,0
Easy.xlsx,Easy:K3,25,0,5,0
ZBB_Harmonisation_dBvNtst.xlsx,Dropdown_List:N4,10,0,1,0
nycTweets.xlsx,nycTweets:L44,3,0,2,0
TigerDirect.xlsx,Domain Freq:B39,18,1,2,1
Texas Local Governments.xlsx,GSA SAM Data:M3684,1,0,1,0
mary_fischer__25620__77M.xlsx,E12.XLS:M32,15,0,15,0
AdimAdimVeriMadencisi-07_RapidMiner-01_RegresyonBitcoin.xlsx,bitcoinEMA:B6,6357,51,6352,54
【第8回当日配布料】問題演習_第2回_確率.xlsx,【解答】（演習問題２）NYの気温データ :B14,24757,203,1,205
SalesDashboard_Excel.xlsx,Datacards calculation:A49,2,0,1,0
2021-12QC_molds_monthly_v2_until14.xlsx,wieght_report:E13,5,0,4,0
uniworld_dipimp_test.xlsx,American Affiliates:R7647,1,1,1,1
Annex3_protocol_metadata_evaluation.xlsx,YES or NOT answers:Z15,2,0,1,0
Collocation_Data.xlsx,AllData-Collocation:BZ46,3,0,1,0
StarterBookH Homework .xlsx,Bonus Backers Count:F42,6,0,1,0
10gen_stwd_pct.xlsx,Lt Gov to Voting Statistics:N13,17,0,12,0
excel_data_exploration.xlsx,formating-tables-formulas:D19,1,0,1,0
loc.xma.stage.xlsx,stage.scenario(关卡):AE83,0,0,0,0
Human interpretation performance.xlsx,A_Cartesian:G82,8,0,4,0
B_io.xlsx,ft.MPI.B.16:O8,1,0,1,0
Weather_Machakos-5PFA.xlsx,MK135PFA:K4613,1,0,1,0
Listado_Socios_Aero.xlsx,Cuotas:AS18,2,0,2,0
scsd8.xlsx,plstdscsd8:BUR2,398,2,2,2
07-04-2015_06_34_45 pm.xlsx,Hoja2:AM83,0,0,0,0
Supplemental_File_2.xlsx,find DE Mets in iAF1260:B43,214,4,4,4
Weekly-covid-admissions-and-beds-publication-201105.xlsx,MV beds COVID:B57,760,8,8,8
动态控制（铸造第一天）.xlsx,0913:B4,24,0,24,0
Sn132.xlsx,FindSC:D26,6,0,4,0
工作簿1-20181122164802462.xlsx,不良明细:CEA5,2,0,1,0
OrangeJuiceBlending.xlsx,Robust Optimization Model:C7,409,4,9,4
May_2011.xlsx,Formatted Data:F1800,2298,106,790,107
210_Vs30_220.xlsx,minvs30_200~299:H45,3,0,2,0
covidImpact.xlsx,Sheet2:D29246,1,0,1,0
forecast1.xlsx,load:B1490,25,0,1,0
Stay.xlsx,FM=2:B43,1,0,1,0
LEITE_COMPOSIÇÃO.xlsx,Plan1:C273,16,1,3,1
Football Team Dataset MGSC661.xlsx,22:H12,1,1,1,1
55oCnnIYyk08ooKH8aaexUO7XBVHwl7WqX11Jn6u.xlsx,formato:D16,99,1,1,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B2%2BJune%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
2.13.Practical-example.Descriptive-statistics-lesson.xlsx,Location:C14,31,0,11,0
City Summary Template 1.xlsx,City Summary:K69,5,0,2,0
北京丽泽功能_集成测试20180118_v1.xlsx,报告:C18,5,0,4,0
EU-28_LAU_2016.xlsx,Overview POP_2016:A13,12,1,2,1
体验课资料_双十一淘宝美妆数据.xlsx,体验课资料_双十一淘宝美妆数据:D6883,1,0,1,0
migdal_2016_3_99162.xlsx,Sheet1:C5,22,0,1,0
CalendarizacionV2.xlsx,AA:X12,3,0,1,0
netCutWL_maxcut_boomcore_2048.xlsx,netCutWL:B42,56,0,36,0
file5a6b793273ec5.xlsx,Ene 2017:H38,9,0,8,0
spread_input_jul30_1_12h.xlsx,Truckstops:D767,3,0,3,0
10912查處名單.xlsx,統計表:Q14,9,0,6,0
Teile.xlsx,Drohne:E14,2,0,2,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B16%2BNovember%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
Indicadores_de_Salud_DataCount_PivotTable.xlsx,Indicadores_de_Salud:Z36,1,0,1,0
MSU_Cheng_Chicken_PlexSeq_Report_090517_Remaining_Indels.xlsx,QC:G2,3,0,3,0
工作簿1 - 副本-20181123111607388.xlsx,不良明细:CEA5,2,0,1,0
DR2 Voice Line Transcripts.xlsx,English Transcripts:I5635,2,0,1,0
9.1-9.31日福龙结算单(12)_9.xlsx,8.6:U10,6,0,4,0
short_msg_option_info_data.xlsx,备份:B14446,3,1,2,1
Invoice-20200908084005.xlsx,Sheet1:C5413,2,0,1,0
订单管理系统.xlsx,客户下单明细表:J13669,1,0,1,0
Copia_de_REPORTE_JULIO_INSTRUCTOR_v3_2.xlsx,RMI - JULIO 2017:Q14,1,0,1,0
Stock 16.06.20.xlsx,Smartphone Sales Report:C5,54,0,27,0
VA_FOOT_new.xlsx,Cmp:O12,289,5,289,5
LE2018 ward-by-ward results (updated 08.05.18)_ID.xlsx,Totals:X88,15,0,3,0
ru-fit.xlsx,mTBI calculations 2S:J21,10,0,8,0
laravel-excel-JjdsWGzeyftstYP2YYnTXWTtkhtrukD3.xlsx,ALL:A2162,50,0,1,0
Sprint Backlog .xlsx,Sprint 4:F3,16,0,2,0
SoA TEMP V3.11.0.xlsx,Undergr (2):F1051,87,1,8,1
特价增量、延期申请书功能设计-Ver20180412.xlsx,增量延续模板-old:Q14,1,0,1,0
team_sw_metrics.xlsx,Indiv:B13,9,0,3,0
Class_Data_20190627.xlsx,1-2:X4,2,0,1,0
Gastos.xlsx,Iniciales (PRESUPUESTO):Z614,138,1,136,1
新征程第二期2019-10月-1.xlsx,Sheet1:Q4,223,2,64,2
stop_totals.xlsx,Sheet1:F2168,1,0,1,0
2020-02-10 0820 Analysis.xlsx,data:N2,12083,150,1,153
tesTemplate.xlsx,TES 2035 (value):AS9,4,0,4,0
3 Preliminary Sizing.xlsx,Girders:D140,18,0,7,0
1205SIL (Guilt).xlsx,Networking:K60,21,0,18,0
poai.xlsx,Cultura 2020:C11,11,0,8,0
case01_dataMining.xlsx,Visualização dos Resultados:B5,1,0,1,0
outliers complete.xlsx,outliers complete:I1211,1,0,1,0
Country_Data.xlsx,Sheet2:B12,9,1,1,1
134-132-2 QUOTE INCOMPLETE.xlsx,Cash Flow:G28,66,0,30,0
SLC Corp 16-17.xlsx,23869:D10,3,1,3,1
quest.xlsx,quest:A87,1,0,1,0
coronavirus.xlsx,Sheet1:A103,1,0,1,0
pppm.xlsx,penelitian:A17,101,1,1,1
indexes for automatovie sector.xlsx,ReferenceData:C1009,29704,1186,497,1204
工作簿1-20181123115814614.xlsx,不良明细:CEA5,2,0,1,0
quest_design_JP_myth_01_ishikawa_test.xlsx,プレイレポート非想定PT:F24,1,0,1,0
Processed Data-pre.xlsx,Password Sequences:A1,32,0,1,0
recentAPIdata2019.xlsx,Sheet:N38267,1,0,1,0
relacao_geral_-_vodanet_-_25-10-2013.xlsx,Faturamento:H391,195,2,1,2
Test_Result.xlsx,ACS:C2,2,0,2,0
2019-06-19-0919_aristolochia_tormentosa.xlsx,Measurements:C11,5610,83,1980,86
202008-financial-package.xlsx,2020 Approved Budget:G41,39,1,14,1
SHW 4月 補料費用.xlsx,Department:F8,80,0,4,0
employmentForecast_presto.xlsx,dataOrig:L42,11,0,9,0
StarterBook_SC.xlsx,Bonus:D4,9,0,2,0
单周期硬布线控制器表达式自动生成2021-4-5.xlsx,控制信号表达式生成:AO7,1,0,1,0
resultsWithVarPersonwise.xlsx,SHORE SGD R2:C2,11,0,5,0
Computer-Vision-Basics-in-Excel-0-Introduction-and-Outline.xlsx,LocalAvg:C10,20,0,5,0
工作簿1 - 副本-20181123095141663.xlsx,不良明细:CEA5,2,0,1,0
ML_Flatsheet_Revised.Asset.xlsx,ML_Flatsheet_Revised Updated:H11736,1,0,1,0
Vendas_ASN_depto2_total.xlsx,Graf Seção Dia 24 meses:R35,725,5,363,5
Indicadores_da_Transparencia_-_Fevereiro_-_2017_-_Secretarias.xlsx,CGE:M18,4,0,2,0
2017ChinFRAMBP_StockProfilesJul24_2017xlsx.xlsx,CWTlistformatted:O3,8,0,2,0
KickstarterChallengeWColDeletes.xlsx,Kickstarter:J2877,2,0,2,0
bank_term_deposit.xlsx,DAILY RANGE:C11,6,0,2,0
advance_excel_project.xlsx,Sheet7 (2):D3,4,0,1,0
工作簿1 - 副本-20181124102119337.xlsx,不良明细:CEA5,2,0,1,0
lisa_gang__22253__EPE_APRIL_2002.xlsx,APRIL (2):E24,10,0,10,0
Copy of mytable_customer_details- solution.xlsx,mytable_customer_details:K1681,4,1,3,1
CL2.xlsx,Sheet30:B61,7,0,2,0
relacao_geral_-_vodanet_-_26-09-2012.xlsx,Semanal:C2,11,0,8,0
O-1.xlsx,FY 2018 Total PB Requests with:L38,1,0,1,0
SwordFish2013Pools_20131031.xlsx,Sabre:A6,114,1,38,1
Bone_1.xlsx,Bone_1:C3928,3,0,1,0
1620531665899-test-upload-node.xlsx-ekonomi.xlsx,Sheet1:D452,1,0,1,0
Capstone_Lariat.xlsx,2019_Fleet_Planning:C12,24,1,7,1
02_IS_COVID19_SOUHRN_risk_2020listopad24.xlsx,Mapa_kraje_vyvoj:M67,4,0,2,0
data mua hàng  5.10.xlsx,05.10.2020:F88,32,1,2,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B6%2BMay%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,1,1,1
07-04-2015_02_28_44 pm.xlsx,Hoja2:AM83,0,0,0,0
代码自测结果表_梁明明.xlsx,代码自测结果表:I17,2,0,1,0
日本東京茨城0719-0723_回國後更新 (2).xlsx,明細:D35,10,0,8,1
relacao_geral_-_vodanet_-_01-10-2013.xlsx,Faturamento:H391,195,2,1,2
numResponses.xlsx,March 2014 numResponses:G2,33,0,2,0
FINAL_EXCEL.xlsx,Rank:B32,5,0,1,0
data_label.xlsx,Sheet2:I12,29,0,1,0
Day4.xlsx,Base Boards:L189,2,0,2,0
工作簿1-20181122124718157.xlsx,不良明细:CEA5,2,0,1,0
pop_development.xlsx,Percentages:C134,12,0,1,0
T10-2019 SAN XUAT.xlsx,thang luong:C31,20,0,3,0
DRAFT_COC_database_20200915_2056_SENT_TO_NTMWD.xlsx,COC_RiskScore_Ranked:H60,6,0,4,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden13.xlsx,Výskyt COVID-19 KRAJE:D18,9,0,7,0
informe-seguridad-social-octubre-2018.xlsx,SM-IPC-PTF:E20,10,0,3,0
DICEIMBRE__DIEGO_LUIS_PLAZA_RIVERA.xlsx,RMI - ENERO 2017:AD47,0,0,0,0
REMISIONES--DICIEMBRE    --- 2 0 1 4.xlsx,CENTRAL REMIS:BD1,0,0,0,0
Pessenda_1996.xlsx,fraction:D9,2,0,1,0
companies.json-industry-4-0.json-match-terms.xlsx,stats:C2,2,0,2,0
Insights.xlsx,CalculationSheet:GH4,0,0,0,0
1.1 nba pivots.xlsx.xlsx,Box Scores:F7,25,0,4,0
Kickstarter_Challenge 1.xlsx,Outcomes Based on Goals:C7,4,0,1,0
Bouquet_of_Channels.xlsx,Sony:E131,1,0,1,0
realme stock 27.01.21.xlsx,Final Stock:H65,9,0,6,0
manual_grad_rates_corrections_2018.xlsx,grad_rates:E4451,1,0,1,0
best_settings_dfr.xlsx,prec@10:AA38,1,0,1,0
oysters_gtm.xlsx,SPAT:D6472,1,0,1,0
px-x-1702020000_105 - Parteien - filledup.xlsx,px-x-1702020000_105:C45311,1,0,1,0
Template - Workspace Calculator.xlsx,Extras:C42,213,4,7,4
ecm05.xlsx,DISKBUSY:X43,6,0,5,0
start_2000-sim-diff.xlsx,sim-diff:Y18,4,0,2,0
Social Media.xlsx,Sheet1:I349,1,0,1,0
dprst.xlsx,Sheet1:C4064,1,0,1,0
dt upload SIMP MEI 2018.xlsx,Sheet2:A643,1603,10,1,10
Sparks  - Prater AM.xlsx,peds:A33,186,6,80,6
CC月报_用户2_chen_最新.xlsx,图-活跃-公式:A278,25,0,1,0
House_Election_Data_1994.xlsx,Cong Dist:AT929,83,1,38,1
test-products.xlsx,Лист1:I709,10,0,5,0
YMIPS_value.xlsx,YMIPS_BC_value:G3936,1,0,1,0
数据分析岗位招聘分析.xlsx,筛选职位:P3455,3,0,1,0
Transfer application form (1).xlsx,MASTERSHEET:B18,2,0,1,0
PWN00400-B NON STND QUOTE.xlsx,Cash Flow:G28,66,1,30,1
UWP_Pointer_Log.xlsx,TEST:D5,629,4,1,4
All naked-eye visible stars & nebulae.xlsx,Sheet1:H8758,1,0,1,0
Requirements_Quality_Scores_Baseline_792019..xlsx,Summary Metrics:I19,7,0,5,0
AdBase_Schema_v2016-1(273).xlsx,BI:B1022,1,0,1,0
Stock 08.06.20.xlsx,Smartphone Sales Report:C5,54,1,27,1
CS461_Gantt_Chart.xlsx,Sheet1:D14,1,0,1,0
restaurants_시트로나눔_1102.xlsx,식육(숯불구이):AA434,0,0,0,0
Oithona_Microsetella_1.xlsx,Лист1:J540,1,0,1,0
ZiRA v1.0 Spreadsheet+Matrix July 11 2021+EN.xlsx,BA x IO:Y17,2,0,2,0
FlowCalib.xlsx,Napa:B51,6582,96,9,99
jay_reitmeyer__13740__Wood Report 9_17_01 thru 9_30_01.xlsx,Pivot Table:E42,1,0,1,0
VIL-2015-10.xlsx,OCT 27:Q17,12,0,6,0
2016年新台账20160411(需求整理).xlsx,车间信息表T:A4,133,1,67,1
2020 State Tract 44.xlsx,June:A27,28,0,1,0
初中科学浙江初中科学中考真题及模拟试卷分析表2的副本.xlsx,Sheet1:CA817,0,0,0,0
Dashboard_M5_Price_Monthly_2018-09-17-02-09-03.xlsx,DBEDT Yearly:C4,24,0,1,0
v9.xlsx,SA1:E41,12,0,12,0
Distrito-5.xlsx,DETERMINACION:H14,67,0,34,0
WEST_C4_ICRH_Logbook.xlsx,Pulse list:T159,1,0,1,0
28 Census 2011 District Nuwakot.xlsx,Ind06P:D95,1,0,1,0
Datos Comunales ICVU Reyes.xlsx,Variables ICVU 2011:L103,1,0,1,0
kevin_ruscitti__20347__03-21-00 daily volsAM.xlsx,03-21-00AM:L40,1,0,1,0
darrell_schoolcraft__7297__imball0112.xlsx,NW:AC5,4,0,4,0
assignment1_data.xlsx,Sheet1:S553,1,0,1,0
Stock 11.02.2020.xlsx,Smartphone Sales Report:D4,40,1,20,1
Employment and Wage Data Project - FINAL.xlsx,Main Data:B1,993,8,993,9
DataSet.xlsx,Sheet6:AJ37,0,0,0,0
Scen_SE_ELC_DH-Pipes.xlsx,Next_to_DH_W_D:E2,443,3,2,3
FY2018 Surveillence Channel POS - October 2018 - Wk3.xlsx,INV:D151,1,0,1,0
Copia de carga 4 playera.xlsx,datos de carga:E4,16,0,16,0
Consistency Analysis of QS 2016.xlsx,Fac Stud:B44,9,0,7,0
amitim_2015_3_212.xlsx,Sheet1:C5,22,1,1,1
Input_data_general.xlsx,Prod_limit_country:D1,30,0,1,0
laravel-excel-GG0wKus3SsicKFapvL3WQAOrnUUnJ1oD.xlsx,CashFlow & Billing:C7,39,0,11,0
tblQuestionWSUP-Edited_16.11.2014.xlsx,tbFormMain:G5,1,0,1,0
Sta Hujan Pegasing.xlsx,Bulanan:A68,32,0,32,0
Mueller_2014.xlsx,incubation:D7,1,0,1,0
工作簿1 - 副本-20181123094545958.xlsx,不良明细:CEA5,2,0,1,0
601540658section plg.xlsx,ALL:A2162,50,0,1,0
Computed Fields and Logical Functions.xlsx,Salary Increase Field Added:C28,2,0,2,0
Vinci.xlsx,n30:C2,434,10,1,10
DT-2020-N-B53-TT343-56.xlsx,40:AE1149,0,0,0,0
Apple Appstore Data.xlsx,Apple Appstore Data:J4342,1,0,1,0
Scenario New Settlements 23000.xlsx,Projection New Settlem density:C52,5,0,5,0
2008피톤치드.xlsx,Sheet2:H24,1,0,1,0
2019-05-13-0954_abies_pinsapo.xlsx,Measurements:C11,5610,76,1980,79
lecture-2_summary.xlsx,ピボット:E96,1,0,1,0
wpr2002.xlsx,CASELOAD:D30,8,0,3,0
工作簿1 - 副本-20181123094654875.xlsx,不良明细:CEA5,2,0,1,0
StarterBook-Aherrup.xlsx,Data:E1329,1,0,1,0
outputTablesState.xlsx,7.3_FL_WA:AK41,14,1,14,1
