fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
AdimAdimVeriMadencisi-07_RapidMiner-01_RegresyonBitcoin.xlsx,bitcoinEMA:B7,9528,106,3177,111
【第8回当日配布料】問題演習_第2回_確率.xlsx,（演習問題２）NYの気温データ:B14,24757,201,1,204
SalesDashboard_Excel.xlsx,Datacards calculation:A3,2,0,1,0
2021-12QC_molds_monthly_v2_until14.xlsx,wieght_report:E17,5,0,4,0
uniworld_dipimp_test.xlsx,American Affiliates:E7092,1,0,1,0
Annex3_protocol_metadata_evaluation.xlsx,YES or NOT answers:Y9,2,0,1,0
Collocation_Data.xlsx,AllData-Collocation:F14531,61,0,60,0
StarterBookH Homework .xlsx,Bonus Backers Count:B813387,6,0,1,0
10gen_stwd_pct.xlsx,Lt Gov to Voting Statistics:M42,17,1,17,1
excel_data_exploration.xlsx,formating-tables-formulas:G17,1,0,1,0
loc.xma.stage.xlsx,stage(掉落):D3,390,3,390,3
Human interpretation performance.xlsx,A_Cartesian:G625,8,0,4,0
B_io.xlsx,ft.MPI.B.16:C6,1,0,1,0
Weather_Machakos-5PFA.xlsx,MK135PFA:K8457,1,0,1,0
Listado_Socios_Aero.xlsx,Cuotas:AC1,0,0,0,0
scsd8.xlsx,plstdscsd8:CG2,398,3,2,4
07-04-2015_06_34_45 pm.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
Supplemental_File_2.xlsx,Metab Abbr iJR904:B225757,761,6,1,6
Weekly-covid-admissions-and-beds-publication-201105.xlsx,MV beds COVID:B893,760,9,8,9
动态控制（铸造第一天）.xlsx,0913:C3,24,1,24,1
Sn132.xlsx,ExpSep:I6,110,1,1,1
工作簿1-20181122164802462.xlsx,不良明细:CBJ5,2,0,1,0
OrangeJuiceBlending.xlsx,Robust Optimization Model:D8,410,6,10,7
May_2011.xlsx,Formatted Data:F1800,2298,137,790,138
210_Vs30_220.xlsx,minvs30_200~299:I321,3,0,2,0
covidImpact.xlsx,Sheet2:H31168,1,0,1,0
forecast1.xlsx,load:B1490,25,0,1,0
Stay.xlsx,FM=2:C40,1,0,1,0
LEITE_COMPOSIÇÃO.xlsx,Plan1:Q788,16,0,3,0
Football Team Dataset MGSC661.xlsx,22:I4,1,0,1,0
55oCnnIYyk08ooKH8aaexUO7XBVHwl7WqX11Jn6u.xlsx,formato:D16,99,1,1,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B2%2BJune%2B2021.xlsx,Table 4 - Delayed Discharges:B77375,251,2,1,2
2.13.Practical-example.Descriptive-statistics-lesson.xlsx,Location:C14,31,0,11,0
City Summary Template 1.xlsx,City Summary:B58,5,0,3,0
北京丽泽功能_集成测试20180118_v1.xlsx,报告:E20,5,0,3,0
EU-28_LAU_2016.xlsx,Overview POP_2016:A10,12,0,2,0
体验课资料_双十一淘宝美妆数据.xlsx,体验课资料_双十一淘宝美妆数据:D10727,1,0,1,0
migdal_2016_3_99162.xlsx,Sheet1:C5,22,0,1,0
CalendarizacionV2.xlsx,AA:L14,41,0,1,0
netCutWL_maxcut_boomcore_2048.xlsx,netCutWL:B148891,56,1,36,1
file5a6b793273ec5.xlsx,Ene 2017:B34,11,0,4,0
spread_input_jul30_1_12h.xlsx,Truckstops:C599,4,0,2,0
10912查處名單.xlsx,統計表:F8,9,0,5,0
Teile.xlsx,Batterien:D7,2,1,1,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B16%2BNovember%2B2021.xlsx,Table 4 - Delayed Discharges:B347946,251,4,1,4
Indicadores_de_Salud_DataCount_PivotTable.xlsx,Indicadores_de_Salud:AU496,1,0,1,0
MSU_Cheng_Chicken_PlexSeq_Report_090517_Remaining_Indels.xlsx,QC:C3,3,0,3,0
工作簿1 - 副本-20181123111607388.xlsx,不良明细:CBJ5,2,0,1,0
DR2 Voice Line Transcripts.xlsx,English Transcripts:I5026,2,0,1,0
9.1-9.31日福龙结算单(12)_9.xlsx,8.6:T13,6,0,4,0
short_msg_option_info_data.xlsx,备份:B16111,3,0,2,0
Invoice-20200908084005.xlsx,Sheet1:C5282,2,0,2,0
订单管理系统.xlsx,客户下单明细表:J12018,2,0,2,0
Copia_de_REPORTE_JULIO_INSTRUCTOR_v3_2.xlsx,RMI - JULIO 2017:U17,1,0,1,0
Stock 16.06.20.xlsx,Target & Achivement:D13,54,1,27,1
VA_FOOT_new.xlsx,Cmp:U55,293,3,287,3
LE2018 ward-by-ward results (updated 08.05.18)_ID.xlsx,Totals:BA152,15,0,3,0
ru-fit.xlsx,mTBI calculations 2S:W41,42,0,11,0
laravel-excel-JjdsWGzeyftstYP2YYnTXWTtkhtrukD3.xlsx,ALL:A2162,50,0,1,0
Sprint Backlog .xlsx,Sprint 4:F7,16,0,2,0
SoA TEMP V3.11.0.xlsx,Setup1:R2079,4814,80,4808,85
特价增量、延期申请书功能设计-Ver20180412.xlsx,增量延续模板-old:P20,1,0,1,0
team_sw_metrics.xlsx,Indiv:AD2,1,0,1,0
Class_Data_20190627.xlsx,1-2:X10,2,0,1,0
Gastos.xlsx,Iniciales (PRESUPUESTO):BD15,2,0,2,0
新征程第二期2019-10月-1.xlsx,Sheet1:N3,223,2,66,2
stop_totals.xlsx,Sheet1:F3129,1,0,1,0
2020-02-10 0820 Analysis.xlsx,data:N2,12083,246,1,251
tesTemplate.xlsx,TES 2035 (value):AT11,4,0,4,0
3 Preliminary Sizing.xlsx,Moment-Frame:D368,34,0,12,0
1205SIL (Guilt).xlsx,Networking:K60,21,0,18,0
poai.xlsx,TOTAL 2021:B6,17,0,2,0
case01_dataMining.xlsx,Visualização dos Resultados:I16,2,0,1,0
outliers complete.xlsx,outliers complete:I1859,1,0,1,0
Country_Data.xlsx,Sheet3:C8,28,1,1,1
134-132-2 QUOTE INCOMPLETE.xlsx,Cash Flow:H12,446,6,48,7
SLC Corp 16-17.xlsx,23878:H17,4,0,4,0
quest.xlsx,quest:A148,2,0,1,0
coronavirus.xlsx,Sheet1:A129,1,0,1,0
pppm.xlsx,penelitian:A17,101,1,1,1
indexes for automatovie sector.xlsx,ReferenceData:C1005,29704,1730,497,1750
工作簿1-20181123115814614.xlsx,不良明细:CBJ5,2,0,1,0
quest_design_JP_myth_01_ishikawa_test.xlsx,プレイレポート非想定PT:F39,1,0,1,0
Processed Data-pre.xlsx,NormalData:AD553,55,1,3,1
recentAPIdata2019.xlsx,Sheet:N32501,1,0,1,0
relacao_geral_-_vodanet_-_25-10-2013.xlsx,Faturamento:H391,195,2,1,2
Test_Result.xlsx,ACS:C2,2,0,2,0
2019-06-19-0919_aristolochia_tormentosa.xlsx,Measurements:E13,6600,122,1650,126
202008-financial-package.xlsx,YTD Combined:N1,206,3,139,3
SHW 4月 補料費用.xlsx,Department:A2,150,3,75,3
employmentForecast_presto.xlsx,dataOrig:L539,11,1,9,1
StarterBook_SC.xlsx,Bonus:B10,9,0,3,0
单周期硬布线控制器表达式自动生成2021-4-5.xlsx,真值表:D35,6,0,1,0
resultsWithVarPersonwise.xlsx,Openface SGD SDERR:D22,16,0,7,0
Computer-Vision-Basics-in-Excel-0-Introduction-and-Outline.xlsx,LocalAvg:K6,25,0,5,0
工作簿1 - 副本-20181123095141663.xlsx,不良明细:CBJ5,2,0,1,0
ML_Flatsheet_Revised.Asset.xlsx,ML_Flatsheet_Revised Updated:H11641,1,0,1,0
Vendas_ASN_depto2_total.xlsx,Graf Seção Dia 24 meses:P364,725,9,363,10
Indicadores_da_Transparencia_-_Fevereiro_-_2017_-_Secretarias.xlsx,CGE:M19,4,0,2,0
2017ChinFRAMBP_StockProfilesJul24_2017xlsx.xlsx,CodesLoaded:CD441,710,8,1,8
KickstarterChallengeWColDeletes.xlsx,OutcomesBasedOnGoals:D2,4,0,1,0
bank_term_deposit.xlsx,DAILY RANGE:C4,6,0,3,0
advance_excel_project.xlsx,Sheet7 (2):C4,4,0,1,0
工作簿1 - 副本-20181124102119337.xlsx,不良明细:CBJ5,2,0,1,0
lisa_gang__22253__EPE_APRIL_2002.xlsx,APRIL (2):O24,10,0,7,0
Copy of mytable_customer_details- solution.xlsx,Table5_Dates:A19,5,0,1,0
CL2.xlsx,Sheet30:B35,7,0,2,0
relacao_geral_-_vodanet_-_26-09-2012.xlsx,Semanal:C2,11,0,8,0
O-1.xlsx,FY 2018 Total PB Requests with:L39692,1,0,1,0
SwordFish2013Pools_20131031.xlsx,Longsword - Open:C16,222,2,74,2
Bone_1.xlsx,Bone_1:C14878,3,0,1,0
1620531665899-test-upload-node.xlsx-ekonomi.xlsx,Sheet1:D4257,1,0,1,0
Capstone_Lariat.xlsx,2019_Fleet_Planning:C17,26,0,16,0
02_IS_COVID19_SOUHRN_risk_2020listopad24.xlsx,Mapa_kraje_vyvoj:B2,37,0,7,0
data mua hàng  5.10.xlsx,05.10.2020:I32,60,1,2,1
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B6%2BMay%2B2021.xlsx,Table 4 - Delayed Discharges:B77375,251,2,1,2
07-04-2015_02_28_44 pm.xlsx,CHEQUES ANULADOS:L102,5,1,2,1
代码自测结果表_梁明明.xlsx,代码自测结果表:E15,5,1,2,1
日本東京茨城0719-0723_回國後更新 (2).xlsx,明細:D35,10,0,8,0
relacao_geral_-_vodanet_-_01-10-2013.xlsx,Faturamento:H391,195,2,1,2
numResponses.xlsx,March 2014 numResponses:G2,33,0,2,0
FINAL_EXCEL.xlsx,Rank:B12,5,1,1,1
data_label.xlsx,Sheet2:I8,29,0,1,0
Day4.xlsx,Calculations:QX215,3,0,3,0
工作簿1-20181122124718157.xlsx,不良明细:CBJ5,2,0,1,0
pop_development.xlsx,Percentages:D133,12,0,1,0
T10-2019 SAN XUAT.xlsx,thang luong:F5,196,1,28,1
DRAFT_COC_database_20200915_2056_SENT_TO_NTMWD.xlsx,COC_RiskScore:S1,916,9,916,10
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021leden13.xlsx,Výskyt COVID-19 KRAJE:D23,10,0,6,0
informe-seguridad-social-octubre-2018.xlsx,Primas RV y SP x Cñía:T31,16,0,4,0
DICEIMBRE__DIEGO_LUIS_PLAZA_RIVERA.xlsx,RMI - ENERO 2017:AE33,0,0,0,0
REMISIONES--DICIEMBRE    --- 2 0 1 4.xlsx,OBRADOR REM :A2,265,3,265,3
Pessenda_1996.xlsx,fraction:D11,2,0,1,0
companies.json-industry-4-0.json-match-terms.xlsx,stats:B10,3,0,3,0
Insights.xlsx,Pivot3:G73,74,0,38,0
1.1 nba pivots.xlsx.xlsx,Box Scores:F356994,25,1,4,1
Kickstarter_Challenge 1.xlsx,Outcomes Based on Goals:D4,4,0,1,0
Bouquet_of_Channels.xlsx,ZEE:E626,2,0,2,0
realme stock 27.01.21.xlsx,Final Stock:I65,9,0,6,0
manual_grad_rates_corrections_2018.xlsx,grad_rates:R24,3,0,2,0
best_settings_dfr.xlsx,prec@10:AF95,1,0,1,0
oysters_gtm.xlsx,SPAT:D6025,1,0,1,0
px-x-1702020000_105 - Parteien - filledup.xlsx,px-x-1702020000_105:C43389,1,0,1,0
Template - Workspace Calculator.xlsx,Extras:G52,217,2,10,2
ecm05.xlsx,DISKBUSY:AP405,6,0,5,0
start_2000-sim-diff.xlsx,sim-diff:B171,4,0,2,0
Social Media.xlsx,Sheet1:N161,2,0,1,0
dprst.xlsx,Sheet1:C1966,1,0,1,0
dt upload SIMP MEI 2018.xlsx,Sheet2:A643,1603,19,1,19
Sparks  - Prater AM.xlsx,peds:A33,186,11,80,11
CC月报_用户2_chen_最新.xlsx,图-活跃-公式:A72,25,0,1,0
House_Election_Data_1994.xlsx,Candidates:F13,1257,9,1,9
test-products.xlsx,луковатый:J9,448,6,224,6
YMIPS_value.xlsx,YMIPS_BC_value:I3489,1,0,1,0
数据分析岗位招聘分析.xlsx,筛选职位:P4738,3,0,1,0
Transfer application form (1).xlsx,MASTERSHEET:B28,2,0,2,0
PWN00400-B NON STND QUOTE.xlsx,Cash Flow:H12,446,5,48,6
UWP_Pointer_Log.xlsx,Drag_Swipe:L5,1708,15,4,15
All naked-eye visible stars & nebulae.xlsx,Sheet1:E1083,1,0,1,0
Requirements_Quality_Scores_Baseline_792019..xlsx,Baseline Error Count:D1,12,0,12,0
AdBase_Schema_v2016-1(273).xlsx,BI:B1413,1,0,1,0
Stock 08.06.20.xlsx,Target & Achivement:D13,54,1,27,1
CS461_Gantt_Chart.xlsx,Sheet1:D14,1,0,1,0
restaurants_시트로나눔_1102.xlsx,식육(숯불구이):AA42,0,0,0,0
Oithona_Microsetella_1.xlsx,Лист1:T1814,2,1,1,1
ZiRA v1.0 Spreadsheet+Matrix July 11 2021+EN.xlsx,BA x IO:GB38,2,0,2,0
FlowCalib.xlsx,Napa:X7,13150,245,13150,254
jay_reitmeyer__13740__Wood Report 9_17_01 thru 9_30_01.xlsx,Pivot Table:J90,1,0,1,0
VIL-2015-10.xlsx,OCT 10:Q10,9,0,4,0
2016年新台账20160411(需求整理).xlsx,车间信息表T:L3,133,1,133,1
2020 State Tract 44.xlsx,June:A27,28,0,1,0
初中科学浙江初中科学中考真题及模拟试卷分析表2的副本.xlsx,Sheet1:AK618,0,0,0,0
Dashboard_M5_Price_Monthly_2018-09-17-02-09-03.xlsx,SNG:I43106,463,4,1,4
v9.xlsx,pv calculator:AA12,0,0,0,0
Distrito-5.xlsx,DETERMINACION:D6,74,1,37,1
WEST_C4_ICRH_Logbook.xlsx,Pulse list:T159,1,0,1,0
28 Census 2011 District Nuwakot.xlsx,Ind06P:E164,1,0,1,0
Datos Comunales ICVU Reyes.xlsx,Hoja1 (2):U62,69,1,1,1
kevin_ruscitti__20347__03-21-00 daily volsAM.xlsx,03-21-00AM:CC446,0,0,0,0
darrell_schoolcraft__7297__imball0112.xlsx,by type_area:J4,71,1,70,1
assignment1_data.xlsx,Sheet1:U1134,1,0,1,0
Stock 11.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
Employment and Wage Data Project - FINAL.xlsx,Main Data:B2,3458,57,3458,61
DataSet.xlsx,Sheet6:AC18,0,0,0,0
Scen_SE_ELC_DH-Pipes.xlsx,Next_to_DH_W_D:E2,443,3,2,3
FY2018 Surveillence Channel POS - October 2018 - Wk3.xlsx,INV:C665,1,0,1,0
Copia de carga 4 playera.xlsx,datos de carga:AF4,0,0,0,0
Consistency Analysis of QS 2016.xlsx,Fac Stud:C131,9,0,7,0
amitim_2015_3_212.xlsx,Sheet1:C5,22,0,1,0
Input_data_general.xlsx,Prod_limit_country:D1,30,0,1,0
laravel-excel-GG0wKus3SsicKFapvL3WQAOrnUUnJ1oD.xlsx,Ammortization:K8,108,1,55,1
tblQuestionWSUP-Edited_16.11.2014.xlsx,Main question edited:M37,2,0,2,0
Sta Hujan Pegasing.xlsx,Bulanan:A68,32,0,32,0
Mueller_2014.xlsx,incubation:D8,1,0,1,0
工作簿1 - 副本-20181123094545958.xlsx,不良明细:CBJ5,2,0,1,0
601540658section plg.xlsx,ALL:A2162,50,0,1,0
Computed Fields and Logical Functions.xlsx,Salary Increase Field Added:Y5,200,1,200,2
Vinci.xlsx,n100:L7,33875,921,5324,962
DT-2020-N-B53-TT343-56.xlsx,40:BA1131,0,0,0,0
Apple Appstore Data.xlsx,Apple Appstore Data:J4599,1,0,1,0
Scenario New Settlements 23000.xlsx,New build change of plans:A32,33,0,3,0
2008피톤치드.xlsx,Sheet1:J106,2,0,2,0
2019-05-13-0954_abies_pinsapo.xlsx,Measurements:E13,6600,128,1650,132
lecture-2_summary.xlsx,ピボット:C92,1,0,1,0
wpr2002.xlsx,CASELOAD:D47,8,0,3,0
工作簿1 - 副本-20181123094654875.xlsx,不良明细:CBJ5,2,0,1,0
StarterBook-Aherrup.xlsx,Data:N1586,2,0,1,0
outputTablesState.xlsx,7.3_FL_WA:AK19,11,0,11,0
0010_21R04-LeMans-FP1_Mech.xlsx,708:R46,1,0,1,0
cylinder_barge.xlsx,notCoupled:AH98,0,0,0,0
练习17.xlsx,文本函数2:B1,8,0,1,0
Skill_Data_PD2.xlsx,Sheet1:B833,179,2,3,2
combined_data.xlx.xlsx,Sheet1:I336,2,0,1,0
new-diamonds.xlsx,new-diamonds with prediction:D1859,1,0,1,0
co2mpas_hybrid.xlsx,Inputs.mt:M2,117,1,15,1
Dataset 1 - Baseline - 01.xlsx,TimeSeries:G1273,8,0,3,0
REGISTRO DE LIBROS padilla 2.xlsx,REGISTRO DE LIBROS:A1222,1,0,1,0
culture results_7_28_excel format by herd_ no SCC.xlsx,quarter code key:B4,3,0,2,0
analysis_step_wise_l1.xlsx,normalizing:D245,979,13,489,13
50run_data.xlsx,Message Size:D6,25,0,1,0
PriceBlotterBond.xlsx,BondPrice:D5634,2,0,1,0
charitychoice.co.uk.xlsx,Charitychoice.co.uk Data:E20796,1,0,1,0
Participation_Data_Changes.xlsx,Density Data:Z31,1,0,1,0
ガントチャート.xlsx,ガントチャート:U3,1,0,1,0
HTRU_2.xlsx,HTRU_2:I11134,3,0,2,0
2012报销单模板.xlsx,每周报销:F14,6,0,6,0
pertanyaantingkatkematangan.xlsx,Rekap:G23,28,0,16,0
stencils_benchmarks.xlsx,Variable HNX:G4,16,0,1,0
vendas-combustiveis-m3.xlsx,Plan1:M247,9,0,1,0
ECP_203_2017_Beam_Specification.xlsx,Comments:A5,37,0,1,0
工作簿1 - 副本-20181126100441319.xlsx,不良明细:CBJ5,2,0,1,0
PM Testing.xlsx,Testing:C40,4,0,1,0
Objectlist2.xlsx,Tabelle4:E22,2,0,2,0
compareFixedCNY.xlsx,Sheet1:B3005,1,0,1,0
VMS Best Selling Baseus Items 03112018.xlsx,BASEUS_Week-Product:N12,8,0,5,0
data-1-1-3-StarterBook.xlsx,Kickstarter:D3797,1,0,1,0
mgpc_dist.xlsx,CoincidenceFactor_HouseholdLoad:O28,52,1,27,1
MLVTBPLK-396.Estimate.xlsx,MLVTBPLK-396:D3,5,0,3,0
中行加班明细--2018年1季度加班.xlsx,明细:O3914,1,0,1,0
zacni_0.xlsx,Percentiles:B2,6064,380,79,383
Excel_Crowdfunding_data.xlsx,Stat_Analysis:C14,5,0,1,0
COVID-19%2Bdaily%2Bdata%2B-%2Bby%2BNHS%2BBoard%2B-%2B2%2BNovember%2B2021.xlsx,Table 3 - Hospital patients:I231,2,0,2,0
Historical_Data_Master_(1).xlsx,Historical Avg and Trends:A8,584,6,8,6
(1)27-B.xlsx,27-B:C104702,1,0,1,0
工作簿1-20181122165042480.xlsx,不良明细:CBJ5,2,0,1,0
2 MotionDetails.xlsx,MotionDetails:D20,1,0,1,0
total20180504.xlsx,扩容子表:D225,2,0,2,0
Working Sample 3-20-2017.xlsx,7 day sales:D36156,1,1,1,1
Ch_06_SpecializedExcelCharts.xlsx,CalculatorChart:H2,26,0,3,0
SolicitudGrafica_CN_10_15_CO_REC_140_OK.xlsx,Solicitud gráfica:G4,299,6,299,6
2022.1.4分析.xlsx,Sheet1:B1,25,0,2,0
ds_2016_4_1276.xlsx,סכום נכסי הקרן:C18,1,0,1,0
Daily Update Data Agregat Covid-19 Jakarta.xlsx,RDT Ag:A50,149,1,1,1
Sales Data.xlsx,Orders:C5000,1,0,1,0
MP_calc_mitMatrix_TGA.xlsx,PE_aug:AR10,6,0,3,0
Bengal Flora Checklist 15.xlsx,Acronyms:B54,1,0,1,0
SW Corp Student Facing Complete Revision 11122019 final.xlsx,CC Actuals:C13,27,0,7,0
Plum_#1.xlsx,Plum_#1:C9154,5,0,1,0
velo-10min(2).xlsx,Feuil1:L1803,1,0,1,0
DATA BEST KOPSUALFAWAID 2020.xlsx,DAFTAR ANGGT:H76,374,6,247,6
2019-06-13-0721_pinus_heldreichii.xlsx,Measurements:E13,6600,165,1650,169
TPV4.9.xlsx,轉換處:C4,20293,551,13380,568
input_data_business_nodsl.xlsx,Revenue:K30,506,5,85,5
jane_tholt__13118__Resend 081701 Sent out to Customers.xlsx,Summary:B128,1485,101,743,102
co2mpas_plugin.xlsx,Inputs.mt:M2,117,1,15,1
0010_21R04-LeMans-FP2_Mech.xlsx,708:R46,1,0,1,0
Bordeaux - Sorties - 1718-1754 (-).xlsx,1718-1754:N18961,3,0,2,0
2014-2020.xlsx,2014-2020:L61369,1,0,1,0
ALFAM2_PoValley-Italy_v3.xlsx,Emission:AP2118,0,0,0,0
Supermarket Dashboard Week 2.xlsx,decision making Central:W21,9,0,4,0
Listado Deserción- Rectoría Cundinamarca- Sede- TODOS- 2014-1.xlsx,LISTADO DESERCION:P632021,27,0,4,0
REPORT T05 - 2018.xlsx,Waste Qty:E129,1088,16,956,17
Stock 23.06.20.xlsx,Target & Achivement:D13,54,0,27,0
Commonreviews_snuproject_test_context.xlsx,Commonreviews_snuproject:E1445,1,0,1,0
jsjindeks-malaysia-tahun-1980-hingga-2016.xlsx,2004-2016:K281,7,0,7,0
Argentina data(1918).xlsx,Ceres:A76,1,0,1,0
IdealLV3ResultsBrothers2.xlsx,IdealLV3ResultsBrothers2:O3,3,0,2,0
Cilk Final Results_4Core.xlsx,100map:B45,1,0,1,0
NHL2011-12.xlsx,SkaterStats:S575,6,1,2,1
Cascades_Master_File_20181029_V1.xlsx,Master:F1164,1,0,1,0
2019-05-26-1023_oxalis_oregana.xlsx,Measurements:E13,6600,141,1650,145
Xkvbawue2.xlsx,Farbe:A2,8831,126,2,127
AS_PM_EarnedValue.xlsx,Data:AG12,3,0,3,0
VIL-2016-06.xlsx,JUNE 6:Q23,12,0,6,0
Consolidated Data v2.xlsx,Master Data Sheet:C6,6,0,1,0
MUN_VARIABLES_TERRITORIALES (Edited).xlsx,CALCULOS_MUN_TERRITORIALES:A6981,1,0,1,0
WV_2012.xlsx,AL_asphalt material:D26575,878,13,425,13
pattern_test.xlsx,KQT 2:W28,10,0,1,0
2.2014.xlsx,ფორმა N9.7.1:M2,25,0,1,1
BurnTest180716.1.xlsx,BurnTest180708:S2,113014,2505,113014,2629
vetcash13.xlsx,State Level Expenditures:D7,5,0,3,0
Zbiornik.xlsx,Arkusz2:B14,21845,342,3645,356
pca_family.xlsx,Sheet4:C26,66,1,4,1
KickStarter_Analysis_using_Excel.xlsx,Bonues Statistical Analytics:B86,4,1,1,1
laravel-excel-e2mbrtUDiB99m16NOSK6zVgZqm3Ghxi3.xlsx,ALL:A2162,50,1,1,1
mercury1650.xlsx,sim:BB918,1,0,1,0
Graphs EITI.xlsx,extractive revenues ODA:G10,2,0,1,0
EXAM_results.xlsx,Sheet1:E20,2,0,2,0
January 2021 Global Coal Plant Tracker.xlsx,Sheet1:E83,37,1,8,1
manual_A_coef.xlsx,age.ds300k.intersect.batch.aa.t:D1943,3,0,2,0
test_word400.xlsx,Data from Process:CVW195,1,1,1,1
_SIA1.xlsx,A1-4 Vehicle model:AI8,2,0,2,0
Micromite_GPS-2-KLM.xlsx,GPS coordinate conversion:J57,1,0,1,0
信息技术服务业景气指数&市场风险预警数据.xlsx,Sheet3:M13,632,9,185,10
Stock 26.04.20.xlsx,Target & Achivement:D10,54,0,27,1
kevin_presto__20057__EOL_Prices(Markets)_v1.xlsx,Data:L1,243,2,48,2
9_Nov.__2016_Yellow___2015-2016___2_.xlsx,Sheet2:M1143,14,1,13,1
DiagramaActividades.xlsx,PARAMETROS:Q2,43,1,1,1
Yields_quotes.xlsx,Yields_quotes:K1417,10,0,5,0
migdal_2016_3_99119.xlsx,Sheet1:C5,22,0,1,0
0010_21R04-LeMans-FP4_Mech.xlsx,708:R46,1,0,1,0
MacIC-Portfolio_V5.xlsx,Portfolio Metrics:J4,12,1,6,1
吴沄力S400384106.xlsx,速美免漆下料单:O3,182,2,117,2
Sliphoek.xlsx,Combi - Laterale slip:B30,305,5,204,5
Global Coal Plant Tracker July 2020 China plants only -- CENSORED.xlsx,Coal units:X4569,34,0,2,0
Task Metrics Tracking.xlsx,By Person:J12,7,0,2,0
154 - 632 - 14.xlsx,642 - CPSX:L13,57,0,6,0
phillip_platter__31410__EES_Schedule.xlsx,day 2:N11,9,0,9,0
deforestation.xlsx,Forest Data:E3,18,0,18,0
17.1. K5 Fund (실습결과-데이터고정).xlsx,펀드:I3,504,3,504,3
02-06-2018_040754Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-2.xlsx,Đề nghị mua hàng:D21,2,0,2,0
relacao_geral_-_vodanet_-_11-06-2014.xlsx,Anatel:N1213,227,2,1,2
BAU Generation Capacity Lifetime.xlsx,US Hydro Lifetime:I1107,5,0,4,0
SAM-0.01 OR30x100-0.50_1 dataset analysis.xlsx,State026:B88,6,0,1,0
Excel HW.xlsx,Data:E3508,2,0,2,0
工作簿1-20181122134456020.xlsx,不良明细:CBJ5,2,0,1,0
Challenge 1 - Kickstarter Data.xlsx,Outcomes Based On Goals:C9,6,0,3,0
【CSOT OCL_FY21 75AR (SSV) 】 SMLD Quality Data Workbook.xlsx,InProcess Conf:BA864532,0,0,0,0
工作簿1-20181122134442335.xlsx,不良明细:CBJ5,2,0,1,0
28.表6-4、5  7-6 7-7later.xlsx,变电站实体:V5,1,0,1,0
SMA Manager Dataset Proof 20181001.xlsx,Jean's report example:N19,17,1,2,1
苏州微博 motif 统计.xlsx,Sheet1:E2,58,1,29,1
Kimblesworth CD Weir Logger.xlsx,Flows:C10595,57045,1014,11540,1061
final_heart_rate_data.xlsx,final_heart_rate_data:D1292,1,0,1,0
Part 3.xlsx,DATA:C8251,1,0,1,0
2060.xlsx,シート7:A3,2320,24,580,25
laravel-excel-UQIlDyPMX2OYLlwMLJTWjnX5rYA9Znf6.xlsx,Ammortization:K8,108,1,55,1
uP_all_soft_220104.xlsx,Comparison:Z13,45,0,35,0
Senate Full Contribution Data.xlsx,Senate Full Donation Data:M17738,1,0,1,0
NDQPREFINAL_microlal.xlsx,NDQPREFINAL:B33,8,0,4,0
2021 DC WGWIDE hom-west IE 2020 Landings and age.xlsx,lengthVIIj2:B10,55,0,1,0
LAYOUT.xlsx,CAPTURA:D165,5,0,4,0
Stock Forecast.xlsx,Virgin Megastore UAE:AZ3,0,0,0,0
copia 7 Maaji Product Master File rev.xlsx,Data_2 (saya - primer reporte):K4832,7,0,2,0
Group-5-DetailedDesign.xlsx,Unit Testing:B137,40,0,1,0
2019-07-03-0837_osmunda_regalis.xlsx,Measurements:E13,6600,141,1650,145
截止1月15日24时-输入及本土病例省份及来源.xlsx,10.17输入累计:CO3,3,0,3,0
15902461945ec93b32a49016.86073787.xlsx,HKD Saving:F3,134,1,1,1
西安二手房（链家）.xlsx,Sheet:G1,3000,50,1,50
H_Auto_1_5Hubs_tariffs_FTL.xlsx,H_Auto_1_5Hubs_tariffs_FTL:A328,3,0,1,0
eurovision_song_contest_voting_dataset.xlsx,Data:F44121,1,0,1,0
1996-2020 Silkway International university готовы.xlsx,Silkway university:P728,11,0,3,0
index_ret.xlsx,Sheet3:B1687,2,0,1,0
Attendance_YinChuan_2020_SQL_Final.xlsx,SE3:E45,6,0,3,0
20210201 Basic chemicals_Manufacturing_V0.2_Draft 4.xlsx,Goal Risk Assessment:H111,35,1,7,1
0010_21R04-LeMans-FP3_Mech.xlsx,709:R46,1,0,1,0
Kickstart_PBF.xlsx,Bonus:D2,4,0,1,0
IISS_equipdata_2006.xlsx,test_all_afghanistan_manual:K389,147,1,74,1
Logistica.xlsx,Base:B7,667,7,334,8
Result.xlsx,Results:H12,40,1,4,1
respuestas_encuesta sobre checklist (act13-dic-2017).xlsx,YES or NOT answers:Y9,2,0,1,0
Construction History PM.xlsx,Sheet2:G5,1,0,1,0
